A_AGE1,A_AGE2,A_AGE3,A_AGE4,A_AGE5,A_AGE6,A_AGE7,A_AGE8,A_AGE9,VEH_NO,PER_NO,ST_CASE,YEAR,A_PTYPE,A_REST,A_ALCTES,A_HISP,A_RCAT,A_HRACE,A_EJECT,A_PERINJ,A_LOC
3,5,8,5,5,5,7,3,2,1,1,40079,2009,1,3,1,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,40080,2009,1,1,4,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,1,2,40080,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,1,40080,2009,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,2,2,40080,2009,2,1,3,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,0,1,40082,2009,3,2,1,1,1,2,1,1,2
3,5,9,6,6,6,8,5,2,1,1,40082,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,2,40082,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,40083,2009,1,1,1,1,1,2,1,1,1
1,1,4,1,1,2,3,1,1,1,2,40083,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,40084,2009,1,2,2,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,1,1,40085,2009,1,2,4,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,2,40085,2009,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,3,40085,2009,2,2,3,1,3,4,1,1,1
1,1,1,1,1,1,1,1,1,0,1,40086,2009,3,2,3,2,1,1,1,1,3
3,5,8,5,5,5,7,4,2,1,1,40086,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,40087,2009,1,2,2,1,3,4,1,1,1
3,4,7,4,4,4,6,3,2,2,1,40087,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,2,2,40087,2009,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,40088,2009,1,1,1,1,2,3,1,1,1
3,4,7,4,4,4,6,2,2,1,1,40089,2009,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,1,40089,2009,1,2,3,2,1,1,1,1,1
3,4,7,4,4,4,6,3,2,1,1,40090,2009,1,2,1,2,1,1,2,1,1
3,5,8,5,5,5,7,3,2,2,1,40090,2009,1,1,1,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,2,2,40090,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,3,40090,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,40091,2009,1,3,2,1,3,4,2,1,1
3,5,9,6,6,6,8,4,2,1,1,40093,2009,1,2,1,1,1,2,2,1,1
1,1,3,1,1,1,3,1,1,1,2,40093,2009,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,40094,2009,1,1,1,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,2,1,40094,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,40095,2009,1,2,1,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,2,40095,2009,2,2,3,1,2,3,1,1,1
1,1,2,1,1,1,2,1,1,1,3,40095,2009,2,2,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,1,40095,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,40096,2009,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,1,40097,2009,1,2,2,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,1,40098,2009,1,1,3,1,1,2,1,1,1
5,6,13,8,10,10,12,7,3,2,1,40098,2009,1,3,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,1,1,40099,2009,1,3,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,1,40099,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,2,40099,2009,2,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,1,1,40100,2009,1,2,2,1,1,2,2,1,1
3,4,7,4,4,4,6,2,2,1,1,40101,2009,1,3,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,2,40101,2009,2,3,3,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,2,1,40101,2009,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,40102,2009,1,2,2,2,1,1,2,1,1
1,1,4,1,1,1,3,1,1,0,1,40103,2009,3,2,3,1,1,2,1,1,3
3,5,9,6,6,6,8,5,2,0,2,40103,2009,3,2,3,0,0,0,1,6,3
2,2,5,2,2,2,4,1,2,1,1,40103,2009,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,40104,2009,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,0,1,40105,2009,4,1,1,1,1,2,1,1,3
3,4,7,4,4,4,6,2,2,1,1,40105,2009,1,1,1,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,1,2,40105,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,3,40105,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,40106,2009,1,1,1,2,3,1,1,1,1
3,5,8,5,5,5,7,3,2,1,1,40107,2009,1,2,2,1,1,2,2,1,1
4,5,12,7,9,9,11,6,2,1,1,40108,2009,1,1,1,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,1,40108,2009,1,1,1,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,1,40109,2009,1,2,1,2,1,1,2,1,1
4,5,10,6,7,7,9,6,2,1,1,40110,2009,1,2,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,1,1,40111,2009,1,2,2,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,1,1,40112,2009,1,2,2,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,1,40112,2009,1,3,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,2,2,40112,2009,2,3,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,2,3,40112,2009,2,3,3,1,1,2,1,1,1
4,5,11,7,8,8,10,6,2,1,1,40113,2009,1,1,1,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,0,1,40114,2009,3,2,3,1,1,2,1,1,2
3,5,8,5,5,5,7,3,2,1,1,40114,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,40115,2009,1,2,1,1,1,2,2,1,1
2,3,6,3,3,3,5,2,2,1,1,40116,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,2,40116,2009,2,2,3,1,1,2,2,1,1
1,1,2,1,1,1,2,1,1,1,3,40116,2009,2,1,3,0,0,0,2,6,1
4,5,11,7,8,8,10,6,2,1,1,40117,2009,1,1,1,2,1,1,1,1,1
3,5,8,5,5,5,7,3,2,1,1,40118,2009,1,1,2,1,2,3,1,1,1
3,4,7,4,4,4,6,3,2,0,1,40119,2009,3,2,3,1,1,2,1,1,3
3,4,7,4,4,4,6,2,2,1,1,40119,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,40120,2009,1,2,3,1,2,3,2,1,1
2,2,5,2,2,2,4,1,2,1,1,40121,2009,1,1,1,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,40121,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,3,40121,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,1,40121,2009,1,2,2,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,2,2,40121,2009,2,2,3,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,1,1,40122,2009,1,2,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,1,1,40123,2009,1,2,2,1,1,2,2,1,1
3,5,9,6,6,6,8,4,2,0,1,40124,2009,3,2,2,1,3,4,1,1,3
5,6,13,8,10,10,12,7,3,1,1,40124,2009,1,3,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,40125,2009,1,1,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,2,1,40125,2009,1,1,1,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,40126,2009,1,2,1,2,1,1,1,1,1
2,3,6,3,3,3,5,2,2,1,2,40126,2009,2,2,3,0,0,0,2,6,1
4,5,10,6,7,7,9,5,2,0,1,40127,2009,3,2,2,1,2,3,1,1,2
3,5,8,5,5,5,7,3,2,1,1,40127,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,40128,2009,1,2,1,1,1,2,2,1,1
2,3,6,3,3,3,5,2,2,1,2,40128,2009,2,2,3,0,0,0,2,6,1
2,3,6,3,3,3,5,2,2,1,3,40128,2009,2,2,3,0,0,0,2,6,1
3,5,8,5,5,5,7,4,2,1,1,40129,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,1,40129,2009,1,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,2,2,40129,2009,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,3,40129,2009,2,2,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,1,40130,2009,1,2,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,2,1,40130,2009,1,2,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,40131,2009,1,1,3,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,2,40131,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,2,1,40131,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,40132,2009,1,2,3,0,0,0,2,6,1
2,2,5,2,2,2,4,1,2,1,2,40132,2009,2,2,3,1,4,5,2,1,1
1,1,4,1,1,2,3,1,1,1,3,40132,2009,2,2,3,1,4,5,2,1,1
3,5,9,6,6,6,8,4,2,1,4,40132,2009,2,2,3,1,4,5,2,1,1
3,5,8,5,5,5,7,3,2,1,5,40132,2009,2,2,3,1,4,5,2,1,1
4,5,10,6,7,7,9,5,2,1,6,40132,2009,2,2,3,3,8,9,2,1,1
3,5,8,5,5,5,7,4,2,1,7,40132,2009,2,2,3,1,4,5,2,1,1
3,5,9,6,6,6,8,4,2,1,8,40132,2009,2,2,3,1,7,8,2,1,1
4,5,10,6,7,7,9,6,2,1,9,40132,2009,2,2,3,0,0,0,2,6,1
3,5,8,5,5,5,7,3,2,1,10,40132,2009,2,2,3,0,0,0,2,6,1
3,5,9,6,6,6,8,5,2,1,11,40132,2009,2,2,3,0,0,0,2,6,1
1,1,3,1,1,1,2,1,1,1,12,40132,2009,2,2,3,0,0,0,2,6,1
3,5,9,6,6,6,8,5,2,1,13,40132,2009,2,2,3,0,0,0,2,6,1
2,2,5,2,2,2,4,1,2,1,14,40132,2009,2,2,3,0,0,0,2,6,1
3,5,8,5,5,5,7,4,2,1,15,40132,2009,2,2,3,0,0,0,2,6,1
3,5,8,5,5,5,7,3,2,1,16,40132,2009,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,17,40132,2009,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,1,40132,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,40133,2009,1,1,3,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,40134,2009,1,1,1,2,1,1,1,1,1
3,4,7,4,4,4,6,3,2,2,1,40134,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,40135,2009,1,2,2,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,1,1,40136,2009,1,2,1,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,40136,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,3,40136,2009,2,2,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,4,40136,2009,2,2,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,1,40136,2009,1,1,1,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,2,40136,2009,2,1,3,2,1,1,1,1,1
2,2,5,2,2,2,4,1,2,1,1,40137,2009,1,1,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,1,2,40137,2009,2,2,3,1,1,2,1,1,1
1,1,3,1,1,1,3,1,1,1,3,40137,2009,2,2,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,2,1,40137,2009,1,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,2,2,40137,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,40138,2009,1,2,2,1,3,4,2,1,1
4,5,10,6,7,7,9,6,2,1,1,40139,2009,1,2,2,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,2,1,40139,2009,1,1,1,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,1,40140,2009,1,3,3,1,1,2,1,1,1
2,2,5,2,2,2,4,1,2,0,1,40141,2009,3,2,1,2,1,1,1,1,2
3,4,7,4,4,4,6,3,2,1,1,40141,2009,1,3,1,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,1,2,40141,2009,2,3,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,1,3,40141,2009,2,3,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,1,4,40141,2009,2,3,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,1,5,40141,2009,2,3,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,40142,2009,1,3,1,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,2,1,40142,2009,1,1,1,1,1,2,1,1,1
3,4,7,4,4,4,6,2,2,1,1,40143,2009,1,1,1,2,1,1,1,1,1
3,5,9,6,6,6,8,5,2,2,1,40143,2009,1,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,1,1,40144,2009,2,3,5,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,2,40144,2009,2,3,5,1,3,4,1,1,1
5,6,13,8,10,10,12,7,3,2,1,40144,2009,1,3,5,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,40145,2009,1,3,5,1,3,4,1,1,1
3,5,8,5,5,5,7,4,2,0,1,40146,2009,3,2,1,2,1,1,1,1,3
3,5,8,5,5,5,7,4,2,1,1,40146,2009,1,3,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,2,40146,2009,2,3,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,40147,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,2,1,40147,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,2,2,40147,2009,2,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,1,40148,2009,1,2,2,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,2,1,40148,2009,1,1,1,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,2,2,40148,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,2,2,1,1,40151,2009,1,1,1,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,2,1,40151,2009,1,2,1,1,1,2,2,1,1
3,5,9,6,6,6,8,4,2,3,1,40151,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,4,1,40151,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,5,1,40151,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,40152,2009,1,3,1,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,2,1,40152,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,3,1,40152,2009,1,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,0,1,40153,2009,3,2,2,2,3,1,1,1,3
3,5,8,5,5,5,7,3,2,1,1,40153,2009,1,3,1,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,2,40153,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,0,1,40154,2009,3,2,2,1,3,4,1,1,3
5,6,13,8,10,10,12,7,3,1,1,40154,2009,1,3,5,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,40155,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,1,40155,2009,1,1,1,1,1,2,1,1,1
2,2,5,2,2,2,4,2,2,2,2,40155,2009,2,1,3,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,3,1,40155,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,3,2,40155,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,3,3,40155,2009,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,3,4,40155,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,40156,2009,1,2,2,2,1,1,1,1,1
3,4,7,4,4,4,6,3,2,2,1,40156,2009,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,40157,2009,1,2,2,2,1,1,1,1,1
3,4,7,4,4,4,6,3,2,0,1,40158,2009,3,2,1,1,1,2,1,1,3
5,6,13,8,10,10,12,7,3,1,1,40158,2009,1,3,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,40159,2009,1,2,1,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,1,40160,2009,1,1,1,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,1,2,40160,2009,2,1,3,1,1,2,1,1,1
3,5,8,5,5,5,7,3,2,0,1,40161,2009,3,2,2,2,1,1,1,1,2
4,5,11,7,8,8,10,6,2,1,1,40161,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,40162,2009,1,1,2,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,1,1,40163,2009,1,2,2,1,1,2,2,1,1
2,2,5,2,2,2,4,1,2,2,1,40163,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,2,40163,2009,2,2,3,0,0,0,2,6,1
1,1,3,1,1,1,3,1,1,0,1,40164,2009,4,2,1,2,1,1,1,1,3
3,4,7,4,4,4,6,3,2,1,1,40164,2009,1,3,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,0,1,40165,2009,3,2,1,1,1,2,1,1,3
4,5,11,7,8,8,10,6,2,1,1,40165,2009,1,1,1,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,1,40165,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,0,1,40166,2009,3,2,1,1,1,2,1,1,3
3,5,8,5,5,5,7,4,2,1,1,40166,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,40167,2009,1,2,2,1,1,2,2,1,1
4,5,11,7,8,8,10,6,2,1,1,40168,2009,1,2,1,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,1,1,40169,2009,1,3,2,2,1,1,1,1,1
4,5,10,6,7,7,9,6,2,2,1,40169,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,2,2,40169,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,2,3,40169,2009,2,2,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,2,4,40169,2009,2,2,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,2,5,40169,2009,2,2,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,2,6,40169,2009,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,40170,2009,1,2,2,1,1,2,1,1,1
3,5,8,5,5,5,7,4,2,2,1,40170,2009,1,2,2,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,2,2,40170,2009,2,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,40171,2009,1,1,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,1,2,40171,2009,2,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,3,40171,2009,2,2,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,1,4,40171,2009,2,2,3,1,1,2,2,1,1
3,4,7,4,4,4,6,3,2,1,5,40171,2009,2,2,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,1,6,40171,2009,2,2,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,40172,2009,1,1,3,3,8,9,1,1,1
2,2,5,2,2,2,4,1,2,1,1,40173,2009,1,1,1,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,40173,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,1,40173,2009,1,1,1,2,1,1,1,1,1
1,1,4,1,1,1,3,1,1,2,2,40173,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,2,3,40173,2009,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,2,4,40173,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,3,1,40173,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,4,1,40173,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,40174,2009,1,1,2,1,1,2,2,1,1
3,5,9,6,6,6,8,5,2,1,1,40175,2009,1,2,2,1,1,2,1,1,1
4,5,12,7,9,9,11,6,2,0,1,40176,2009,3,2,3,1,1,2,1,1,3
4,5,12,7,9,9,11,6,2,0,2,40176,2009,3,2,3,1,1,2,1,1,3
3,5,8,5,5,5,7,3,2,1,1,40176,2009,1,3,1,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,40177,2009,1,2,1,2,1,1,1,1,1
2,2,5,2,2,2,4,1,2,1,2,40177,2009,2,2,1,2,1,1,1,1,1
2,2,5,2,2,2,4,1,2,1,3,40177,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,4,40177,2009,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,1,40177,2009,1,2,1,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,2,2,40177,2009,2,2,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,2,3,40177,2009,2,2,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,2,4,40177,2009,2,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,40178,2009,1,2,1,2,1,1,2,1,1
3,4,7,4,4,4,6,2,2,1,2,40178,2009,2,2,3,2,1,1,2,1,1
1,1,2,1,1,1,2,1,1,1,3,40178,2009,2,2,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,1,4,40178,2009,2,2,3,2,1,1,1,1,1
2,2,5,2,2,2,4,2,2,2,1,40178,2009,1,1,1,0,0,0,1,6,1
2,2,5,2,2,2,4,2,2,2,2,40178,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,40179,2009,1,2,2,1,1,2,2,1,1
2,2,5,2,2,2,4,2,2,1,2,40179,2009,2,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,40180,2009,1,2,2,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,1,40182,2009,1,3,2,1,1,2,2,1,1
2,3,6,3,3,3,5,2,2,1,2,40182,2009,2,3,2,1,1,2,2,1,1
3,5,8,5,5,5,7,4,2,1,1,40183,2009,1,1,1,1,1,2,1,1,1
4,5,10,6,7,7,9,6,2,1,1,40184,2009,1,1,2,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,1,1,40185,2009,1,1,1,1,1,2,1,1,1
2,3,6,3,3,3,5,2,2,1,1,40186,2009,1,2,1,2,1,1,1,1,1
2,3,6,3,3,3,5,2,2,1,2,40186,2009,2,2,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,2,1,40186,2009,1,1,1,2,1,1,1,1,1
3,4,7,4,4,4,6,2,2,1,1,40187,2009,1,2,2,1,1,2,2,1,1
3,5,8,5,5,5,7,3,2,1,1,40188,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,2,1,40188,2009,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,2,2,40188,2009,2,1,1,1,1,2,1,1,1
4,5,10,6,7,7,9,5,2,3,1,40188,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,3,2,40188,2009,2,1,3,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,1,1,40189,2009,1,2,1,2,1,1,2,1,1
1,1,4,1,1,1,3,1,1,1,2,40189,2009,2,2,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,3,40189,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,4,40189,2009,2,2,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,40190,2009,1,2,1,1,1,2,2,1,1
2,2,5,2,2,2,4,1,2,1,2,40190,2009,2,2,3,0,0,0,2,6,1
2,3,6,3,3,3,5,2,2,1,1,40191,2009,1,1,1,1,1,2,1,1,1
3,5,9,6,6,6,8,5,2,1,1,40192,2009,1,3,3,1,1,2,1,1,1
3,4,7,4,4,4,6,3,2,2,1,40192,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,3,1,40192,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,40193,2009,1,2,2,1,3,4,1,1,1
3,4,7,4,4,4,6,3,2,2,1,40193,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,2,40193,2009,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,0,1,40194,2009,3,2,2,1,3,4,1,1,3
3,5,8,5,5,5,7,4,2,1,1,40194,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,2,40194,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,3,40194,2009,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,1,4,40194,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,40195,2009,1,2,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,1,2,40195,2009,2,2,3,1,2,3,2,1,1
1,1,2,1,1,1,1,1,1,1,3,40195,2009,2,2,3,0,0,0,2,6,1
1,1,3,1,1,1,2,1,1,1,4,40195,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,5,40195,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,1,40195,2009,1,2,3,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,2,2,40195,2009,2,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,2,3,40195,2009,2,1,3,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,2,4,40195,2009,2,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,2,5,40195,2009,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,3,1,40195,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,40196,2009,1,3,5,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,2,40196,2009,2,2,3,1,3,4,1,1,1
3,5,8,5,5,5,7,3,2,1,1,40197,2009,1,1,1,1,1,2,1,1,1
