A_AGE1,A_AGE2,A_AGE3,A_AGE4,A_AGE5,A_AGE6,A_AGE7,A_AGE8,A_AGE9,VEH_NO,PER_NO,ST_CASE,YEAR,A_PTYPE,A_REST,A_ALCTES,A_HISP,A_RCAT,A_HRACE,A_EJECT,A_PERINJ,A_LOC
3,4,7,4,4,4,6,2,2,2,1,480775,2009,1,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,2,2,480775,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,3,480775,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,2,4,480775,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,480776,2009,1,2,3,3,8,9,2,1,1
2,2,5,2,2,2,4,1,2,1,2,480776,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,0,1,480777,2009,3,2,3,3,8,9,1,1,3
3,4,7,4,4,4,6,3,2,1,1,480777,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,480778,2009,1,2,1,3,1,8,1,1,1
3,5,9,6,6,6,8,4,2,1,2,480778,2009,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,480779,2009,1,1,2,3,1,8,1,1,1
3,5,9,6,6,6,8,4,2,0,1,480780,2009,4,2,2,2,1,1,1,1,3
3,4,7,4,4,4,6,3,2,1,1,480780,2009,1,1,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,1,2,480780,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,3,480780,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,4,480780,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,5,480780,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,6,480780,2009,2,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,1,1,480781,2009,1,3,3,0,0,0,3,6,1
2,2,5,2,2,2,4,2,2,1,2,480781,2009,2,2,3,3,8,9,2,1,1
2,3,6,3,3,3,5,2,2,1,1,480782,2009,1,3,1,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,1,480782,2009,1,1,1,1,7,8,1,1,1
3,4,7,4,4,4,6,2,2,1,1,480783,2009,1,2,2,0,0,0,3,6,1
2,3,6,3,3,3,5,2,2,1,2,480783,2009,2,2,3,0,0,0,2,6,1
3,4,7,4,4,4,6,3,2,2,1,480783,2009,1,1,3,3,1,8,1,1,1
2,2,5,2,2,2,4,1,2,1,1,480784,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,2,480784,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,3,480784,2009,2,2,3,3,8,9,2,1,1
1,1,4,1,1,1,3,1,1,1,4,480784,2009,2,2,3,0,0,0,2,6,1
1,1,2,1,1,1,2,1,1,1,5,480784,2009,2,2,3,3,8,9,2,1,1
1,1,3,1,1,1,2,1,1,1,6,480784,2009,2,2,3,0,0,0,2,6,1
3,5,8,5,5,5,7,3,2,1,1,480785,2009,1,1,1,2,1,1,1,1,1
3,5,9,6,6,6,8,5,2,2,1,480785,2009,1,1,5,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,480786,2009,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,2,480786,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,2,1,480786,2009,1,2,2,2,1,1,1,1,1
3,5,9,6,6,6,8,4,2,1,1,480787,2009,1,2,3,3,1,8,1,1,1
3,4,7,4,4,4,6,2,2,2,1,480787,2009,1,3,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,2,480787,2009,2,3,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,480788,2009,1,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,2,480788,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,2,1,480788,2009,1,2,1,3,1,8,1,1,1
3,5,9,6,6,6,8,5,2,1,1,480789,2009,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,2,480789,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,1,3,480789,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,4,480789,2009,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,1,5,480789,2009,2,1,1,3,8,9,2,1,1
3,5,8,5,5,5,7,4,2,0,1,480790,2009,3,2,2,1,7,8,1,1,3
3,5,8,5,5,5,7,3,2,1,1,480790,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,480791,2009,1,1,2,2,1,1,1,1,1
3,5,8,5,5,5,7,3,2,1,1,480792,2009,1,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,2,480792,2009,2,2,3,0,0,0,2,6,1
3,5,9,6,6,6,8,4,2,1,3,480792,2009,2,2,3,3,8,9,2,1,1
3,5,9,6,6,6,8,4,2,1,1,480793,2009,1,1,2,3,1,8,1,1,1
3,5,8,5,5,5,7,3,2,2,1,480793,2009,1,1,4,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,1,480794,2009,1,1,1,2,1,1,1,1,1
3,4,7,4,4,4,6,2,2,1,1,480795,2009,1,2,2,1,2,3,1,1,1
3,4,7,4,4,4,6,2,2,2,1,480795,2009,1,1,1,0,0,0,2,6,1
2,2,5,2,2,2,4,1,2,1,1,480796,2009,1,2,1,2,1,1,2,1,1
2,2,5,2,2,2,4,1,2,1,2,480796,2009,2,2,3,0,0,0,2,6,1
2,2,5,2,2,2,4,1,2,1,3,480796,2009,2,2,3,0,0,0,2,6,1
2,2,5,2,2,2,4,1,2,1,4,480796,2009,2,2,3,0,0,0,2,6,1
3,5,9,6,6,6,8,4,2,1,1,480797,2009,1,1,1,1,2,3,1,1,1
2,2,5,2,2,2,4,1,2,1,1,480798,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,480798,2009,2,2,1,3,1,8,1,1,1
3,5,8,5,5,5,7,4,2,1,1,480799,2009,1,2,1,3,1,8,2,1,1
2,2,5,2,2,2,4,1,2,1,1,480800,2009,1,2,2,3,1,8,1,1,1
2,3,6,3,3,3,5,2,2,1,1,480801,2009,1,1,1,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,2,480801,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,1,3,480801,2009,2,2,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,1,480801,2009,1,2,2,3,1,8,1,1,1
3,5,8,5,5,5,7,4,2,1,1,480802,2009,1,2,1,2,1,1,1,1,1
3,5,8,5,5,5,7,3,2,1,1,480803,2009,1,2,2,3,1,8,1,1,1
2,3,6,3,3,3,5,2,2,2,1,480803,2009,1,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,2,480803,2009,2,2,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,480804,2009,1,1,3,2,1,1,1,1,1
1,1,4,1,1,2,3,1,1,1,2,480804,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,1,3,480804,2009,2,2,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,1,480804,2009,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,480805,2009,1,2,2,2,1,1,1,1,1
3,5,8,5,5,5,7,3,2,1,1,480806,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,2,480806,2009,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,1,3,480806,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,1,480806,2009,1,1,2,3,1,8,1,1,1
3,5,9,6,6,6,8,4,2,2,2,480806,2009,2,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,3,1,480806,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,3,2,480806,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,0,1,480807,2009,3,2,2,1,2,3,1,1,3
3,5,9,6,6,6,8,4,2,1,1,480807,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,2,480807,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,480808,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,1,480808,2009,1,2,3,3,1,8,1,1,1
4,5,10,6,7,7,9,5,2,1,1,480809,2009,1,1,1,3,1,8,1,1,1
4,5,10,6,7,7,9,5,2,1,2,480809,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,1,1,480810,2009,1,2,1,3,1,8,2,1,1
4,5,10,6,7,7,9,5,2,1,1,480811,2009,1,1,1,3,1,8,1,1,1
2,3,6,3,3,3,5,2,2,1,1,480812,2009,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,1,480812,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,3,1,480812,2009,1,1,1,3,1,8,1,1,1
3,5,9,6,6,6,8,4,2,0,1,480813,2009,3,2,3,1,2,3,1,1,3
4,5,10,6,7,7,9,6,2,1,1,480813,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,480814,2009,1,2,3,3,1,8,1,1,1
3,5,8,5,5,5,7,3,2,2,1,480814,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,480815,2009,1,2,2,3,1,8,1,1,1
2,3,6,3,3,3,5,2,2,1,2,480815,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,1,480815,2009,1,2,4,3,1,8,1,1,1
1,1,3,1,1,1,3,1,1,2,2,480815,2009,2,2,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,2,3,480815,2009,2,2,3,3,8,9,1,1,1
1,1,3,1,1,1,3,1,1,2,4,480815,2009,2,2,1,3,8,9,1,1,1
3,4,7,4,4,4,6,2,2,1,1,480816,2009,1,2,2,2,1,1,1,1,1
3,5,8,5,5,5,7,3,2,2,1,480816,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,2,2,480816,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,2,3,480816,2009,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,2,4,480816,2009,2,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,480817,2009,1,1,3,3,1,8,1,1,1
3,5,8,5,5,5,7,3,2,1,1,480818,2009,1,2,2,3,1,8,1,1,1
3,5,8,5,5,5,7,3,2,0,1,480820,2009,3,2,3,1,2,3,1,1,3
3,5,8,5,5,5,7,3,2,1,1,480820,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,480821,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,1,480821,2009,1,1,1,3,1,8,1,1,1
3,4,7,4,4,4,6,2,2,2,2,480821,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,480822,2009,1,2,3,2,1,1,1,1,1
3,4,7,4,4,4,6,3,2,1,2,480822,2009,2,2,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,0,1,480823,2009,3,2,1,3,1,8,1,1,3
3,4,7,4,4,4,6,2,2,1,1,480823,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,480824,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,2,1,480824,2009,1,1,1,3,1,8,1,1,1
4,5,10,6,7,7,9,6,2,0,1,480825,2009,3,2,2,3,8,9,1,1,3
3,5,8,5,5,5,7,3,2,1,1,480825,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,480825,2009,2,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,2,1,480825,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,2,2,480825,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,3,1,480825,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,4,1,480825,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,4,2,480825,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,5,1,480825,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,480826,2009,1,1,3,3,1,8,1,1,1
2,2,5,2,2,2,4,1,2,2,1,480826,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,480827,2009,1,2,2,3,1,8,1,1,1
3,5,8,5,5,5,7,3,2,1,1,480828,2009,1,3,4,3,1,8,1,1,1
3,5,8,5,5,5,7,3,2,1,1,480829,2009,1,2,2,1,2,3,2,1,1
2,3,6,3,3,3,5,2,2,1,1,480830,2009,1,2,2,1,2,3,1,1,1
4,5,11,7,8,8,10,6,2,1,1,480831,2009,1,2,2,2,1,1,2,1,1
2,2,5,2,2,2,4,1,2,1,1,480832,2009,1,1,3,3,1,8,1,1,1
4,5,10,6,7,7,9,6,2,1,1,480833,2009,1,1,1,3,1,8,1,1,1
4,5,10,6,7,7,9,6,2,1,2,480833,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,2,1,480833,2009,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,2,2,480833,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,1,480834,2009,1,1,1,2,1,1,1,1,1
2,2,5,2,2,2,4,1,2,2,1,480834,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,0,1,480835,2009,3,2,2,2,1,1,1,1,3
5,6,13,8,10,10,12,7,3,1,1,480835,2009,1,3,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,480836,2009,1,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,2,1,480836,2009,1,1,3,3,1,8,1,1,1
3,5,8,5,5,5,7,3,2,1,1,480837,2009,1,3,1,3,1,8,2,1,1
3,5,9,6,6,6,8,4,2,2,1,480837,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,0,1,480838,2009,3,2,2,2,1,1,1,1,3
2,3,6,3,3,3,5,2,2,1,1,480838,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,1,480839,2009,1,1,1,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,480839,2009,2,3,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,3,480839,2009,2,3,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,1,4,480839,2009,2,3,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,5,480839,2009,2,3,3,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,1,6,480839,2009,2,3,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,7,480839,2009,2,2,3,3,8,9,2,1,1
1,1,4,1,1,1,3,1,1,1,8,480839,2009,2,2,3,0,0,0,1,6,1
1,1,4,1,1,2,3,1,1,1,9,480839,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,480840,2009,1,2,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,1,480840,2009,1,2,3,3,1,8,1,1,1
2,2,5,2,2,2,4,1,2,1,1,480841,2009,1,3,2,3,1,8,2,1,1
2,2,5,2,2,2,4,1,2,1,2,480841,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,3,480841,2009,2,2,3,0,0,0,2,6,1
2,2,5,2,2,2,4,1,2,1,4,480841,2009,2,2,3,0,0,0,2,6,1
3,4,7,4,4,4,6,2,2,1,1,480842,2009,1,2,1,3,1,8,1,1,1
4,5,10,6,7,7,9,5,2,2,1,480842,2009,1,1,5,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,3,1,480842,2009,1,1,5,0,0,0,1,6,1
4,5,10,6,7,7,9,6,2,1,1,480843,2009,1,2,3,3,1,8,2,1,1
3,5,9,6,6,6,8,5,2,1,1,480844,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,3,2,2,1,480844,2009,1,1,1,3,1,8,1,1,1
3,5,8,5,5,5,7,4,2,1,1,480845,2009,1,1,3,3,1,8,1,1,1
3,5,9,6,6,6,8,5,2,1,1,480846,2009,1,2,1,2,1,1,1,1,1
2,2,5,2,2,2,4,2,2,1,2,480846,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,1,480846,2009,1,1,1,3,1,8,1,1,1
3,5,9,6,6,6,8,4,2,0,1,480847,2009,3,2,3,3,8,9,1,1,3
4,5,10,6,7,7,9,5,2,1,1,480847,2009,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,1,1,480848,2009,1,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,2,480848,2009,2,2,3,3,8,9,2,1,1
4,5,11,7,8,8,10,6,2,1,3,480848,2009,2,1,3,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,4,480848,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,480849,2009,1,1,3,2,1,1,1,1,1
3,4,7,4,4,4,6,3,2,1,1,480850,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,1,480850,2009,1,2,2,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,2,2,480850,2009,2,2,3,3,8,9,2,1,1
4,5,12,7,9,9,11,6,2,1,1,480851,2009,1,1,3,3,1,8,1,1,1
3,5,9,6,6,6,8,5,2,2,1,480851,2009,1,1,3,0,0,0,1,6,1
4,5,11,7,8,8,10,6,2,2,2,480851,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,3,1,480851,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,3,2,480851,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,3,3,480851,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,3,4,480851,2009,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,3,5,480851,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,480852,2009,1,1,1,1,2,3,1,1,1
3,4,7,4,4,4,6,2,2,2,1,480852,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,480853,2009,1,3,2,3,1,8,1,1,1
3,4,7,4,4,4,6,3,2,1,1,480854,2009,1,3,2,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,1,2,480854,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,1,3,480854,2009,2,2,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,1,4,480854,2009,2,3,1,3,8,9,1,1,1
1,1,2,1,1,1,1,1,1,1,5,480854,2009,2,3,3,3,8,9,1,1,1
1,1,2,1,1,1,2,1,1,1,6,480854,2009,2,3,1,3,8,9,1,1,1
1,1,1,1,1,1,1,1,1,1,7,480854,2009,2,3,1,3,8,9,2,1,1
1,1,2,1,1,1,1,1,1,1,8,480854,2009,2,3,1,3,8,9,2,1,1
4,5,12,7,9,9,11,6,2,1,1,480855,2009,1,1,5,3,1,8,1,1,1
2,3,6,3,3,3,5,2,2,2,1,480855,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,480856,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,480856,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,3,480856,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,4,480856,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,5,480856,2009,2,2,5,3,8,9,1,1,1
3,5,8,5,5,5,7,3,2,1,1,480857,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,2,480857,2009,2,1,3,3,8,9,1,1,1
3,4,7,4,4,4,6,3,2,2,1,480857,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,480858,2009,1,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,2,480858,2009,2,1,1,3,8,9,2,1,1
3,5,9,6,6,6,8,4,2,0,1,480859,2009,3,2,4,3,8,9,1,1,3
3,5,8,5,5,5,7,4,2,1,1,480859,2009,1,1,1,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,0,1,480860,2009,3,2,2,3,8,9,1,1,3
3,5,9,6,6,6,8,5,2,0,2,480860,2009,3,2,2,0,0,0,1,6,3
2,3,6,3,3,3,5,2,2,1,1,480860,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,480861,2009,1,3,2,3,1,8,1,1,1
3,5,8,5,5,5,7,4,2,2,1,480861,2009,1,2,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,480862,2009,1,2,2,3,1,8,1,1,1
3,4,7,4,4,4,6,3,2,1,1,480863,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,2,480863,2009,2,2,3,3,8,9,2,1,1
3,5,9,6,6,6,8,5,2,1,3,480863,2009,2,2,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,1,480863,2009,1,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,2,2,480863,2009,2,1,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,1,480864,2009,1,1,3,0,0,0,1,6,1
1,1,4,1,1,1,3,1,1,1,2,480864,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,1,3,480864,2009,2,2,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,1,4,480864,2009,2,2,3,3,8,9,1,1,1
3,5,9,6,6,6,8,4,2,1,1,480865,2009,1,2,3,2,1,1,1,1,1
2,3,6,3,3,3,5,2,2,1,1,480866,2009,1,3,1,2,1,1,1,1,1
2,3,6,3,3,3,5,2,2,1,1,480867,2009,1,2,3,2,1,1,1,1,1
2,3,6,3,3,3,5,2,2,2,1,480867,2009,1,1,2,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,2,2,480867,2009,2,1,3,0,0,0,1,6,1
5,6,13,8,10,10,12,7,3,0,1,480869,2009,3,2,2,3,8,9,1,1,3
3,5,8,5,5,5,7,4,2,1,1,480869,2009,1,1,3,0,0,0,1,6,1
3,5,8,5,5,5,7,4,2,1,1,480870,2009,1,2,5,3,1,8,2,1,1
3,4,7,4,4,4,6,3,2,1,2,480870,2009,2,2,3,0,0,0,2,6,1
3,5,9,6,6,6,8,4,2,1,1,480871,2009,1,1,3,3,1,8,1,1,1
3,4,7,4,4,4,6,2,2,1,1,480872,2009,1,1,2,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,2,480872,2009,2,1,5,3,8,9,1,1,1
2,3,6,3,3,3,5,2,2,1,1,480873,2009,1,2,3,3,1,8,1,1,1
3,5,8,5,5,5,7,3,2,1,1,480874,2009,1,2,2,3,1,8,1,1,1
3,4,7,4,4,4,6,3,2,2,1,480874,2009,1,1,1,0,0,0,1,6,1
3,4,7,4,4,4,6,3,2,2,2,480874,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,2,3,480874,2009,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,2,4,480874,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,3,1,480874,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,3,2,480874,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,3,3,480874,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,480875,2009,1,2,2,3,1,8,1,1,1
3,5,8,5,5,5,7,4,2,1,1,480876,2009,1,2,4,3,1,8,1,1,1
3,4,7,4,4,4,6,2,2,1,1,480877,2009,1,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,2,480877,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,2,1,480877,2009,1,3,1,3,1,8,1,1,1
3,5,9,6,6,6,8,5,2,3,1,480877,2009,1,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,3,2,480877,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,4,1,480877,2009,1,1,3,0,0,0,1,6,1
4,5,12,7,9,9,11,6,2,1,1,480878,2009,1,2,3,3,1,8,2,1,1
4,5,10,6,7,7,9,6,2,0,1,480879,2009,3,2,3,3,8,9,1,1,3
3,4,7,4,4,4,6,2,2,1,1,480879,2009,1,3,3,0,0,0,1,6,1
2,2,5,2,2,2,4,1,2,1,2,480879,2009,2,3,3,0,0,0,1,6,1
3,5,9,6,6,6,8,5,2,1,1,480880,2009,1,1,3,1,2,3,1,1,1
4,5,11,7,8,8,10,6,2,0,1,480881,2009,3,2,2,2,1,1,1,1,3
3,4,7,4,4,4,6,2,2,1,1,480881,2009,1,1,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,1,2,480881,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,3,1,1,1,3,480881,2009,2,1,3,0,0,0,1,6,1
1,1,2,1,1,1,2,1,1,1,4,480881,2009,2,1,3,0,0,0,1,6,1
1,1,3,1,1,1,2,1,1,1,5,480881,2009,2,1,3,0,0,0,1,6,1
4,5,10,6,7,7,9,5,2,0,1,480882,2009,3,2,3,3,1,8,1,1,3
3,5,8,5,5,5,7,3,2,1,1,480883,2009,1,2,3,2,1,1,1,1,1
2,3,6,3,3,3,5,2,2,1,1,480884,2009,1,1,2,3,1,8,1,1,1
2,3,6,3,3,3,5,2,2,1,2,480884,2009,2,1,3,0,0,0,1,6,1
3,4,7,4,4,4,6,2,2,1,1,480885,2009,1,1,3,2,1,1,2,1,1
2,2,5,2,2,2,4,1,2,1,1,480886,2009,1,1,2,3,8,9,1,1,1
2,2,5,2,2,2,4,1,2,1,2,480886,2009,2,1,3,0,0,0,1,6,1
1,1,1,1,1,1,1,1,1,1,3,480886,2009,2,1,1,3,8,9,1,1,1
1,1,1,1,1,1,1,1,1,1,4,480886,2009,2,1,1,3,8,9,1,1,1
1,1,1,1,1,1,1,1,1,1,5,480886,2009,2,1,3,0,0,0,1,6,1
3,5,9,6,6,6,8,4,2,1,1,480887,2009,1,2,2,3,1,8,1,1,1
4,5,11,7,8,8,10,6,2,1,1,480888,2009,1,1,3,3,1,8,1,1,1
4,5,10,6,7,7,9,5,2,1,1,480889,2009,1,2,1,1,1,2,1,1,1
3,5,9,6,6,6,8,4,2,1,1,480890,2009,1,2,3,3,1,8,2,1,1
2,3,6,3,3,3,5,2,2,1,1,480891,2009,1,2,2,0,0,0,1,6,1
2,3,6,3,3,3,5,2,2,1,2,480891,2009,2,2,5,3,8,9,2,1,1
3,5,9,6,6,6,8,5,2,1,1,480892,2009,1,1,1,3,1,8,1,1,1
4,5,11,7,8,8,10,6,2,0,1,480893,2009,3,2,5,3,8,9,1,1,3
2,2,5,2,2,2,4,1,2,1,1,480894,2009,1,3,2,3,1,8,1,1,1
4,5,12,7,9,9,11,6,2,1,1,480895,2009,1,1,3,3,1,8,1,1,1
