STATE,ST_CASE,EVENTNUM,VNUMBER1,AOI1,SOE,VNUMBER2,AOI2
13,130645,4,1,11,32,9999,77
13,130645,5,1,0,1,9999,77
13,130645,6,1,13,30,9999,77
13,130646,1,1,10,12,2,12
13,130647,1,1,9,12,2,12
13,130648,1,1,12,9,9999,77
13,130649,1,1,55,64,5555,55
13,130649,2,1,55,69,5555,55
13,130649,3,1,0,1,9999,77
13,130650,1,1,12,8,9999,77
13,130651,1,1,55,63,5555,55
13,130651,2,1,9,42,9999,77
13,130651,3,1,0,1,9999,77
13,130652,1,1,5,12,2,12
13,130653,1,1,55,68,5555,55
13,130653,2,1,55,64,5555,55
13,130653,3,1,12,53,9999,77
13,130653,4,1,11,42,9999,77
13,130653,5,1,12,42,9999,77
13,130654,1,1,12,12,2,6
13,130655,1,1,55,68,5555,55
13,130655,2,1,12,12,2,12
13,130655,3,2,0,51,9999,77
13,130656,1,1,1,12,2,12
13,130656,2,1,55,64,5555,55
13,130656,3,1,0,1,9999,77
13,130657,1,1,12,12,2,6
13,130658,1,1,55,68,5555,55
13,130658,2,1,55,64,5555,55
13,130658,3,1,55,69,5555,55
13,130658,4,1,0,1,9999,77
13,130659,1,1,12,8,9999,77
13,130660,1,1,55,68,5555,55
13,130660,2,1,55,64,5555,55
13,130660,3,1,12,42,9999,77
13,130661,1,1,55,68,5555,55
13,130661,2,1,55,64,5555,55
13,130661,3,1,12,42,9999,77
13,130662,1,1,55,63,5555,55
13,130662,2,1,55,69,5555,55
13,130662,3,1,55,68,5555,55
13,130662,4,1,55,64,5555,55
13,130662,5,1,14,34,9999,77
13,130662,6,1,98,42,9999,77
13,130663,1,1,1,12,2,12
13,130664,1,1,8,12,2,12
13,130665,1,1,12,8,9999,77
13,130666,1,1,55,64,5555,55
13,130666,2,1,12,59,9999,77
13,130666,3,1,12,42,9999,77
13,130667,1,1,55,68,5555,55
13,130667,2,1,55,64,5555,55
13,130667,3,1,3,43,9999,77
13,130667,4,1,0,1,9999,77
13,130668,1,1,55,68,5555,55
13,130668,2,1,55,68,5555,55
13,130668,3,1,55,63,5555,55
13,130668,4,1,10,34,9999,77
13,130668,5,1,0,1,9999,77
13,130669,1,1,12,8,9999,77
13,130670,1,1,9,12,2,12
13,130671,1,1,1,12,2,7
13,130671,2,3,0,1,9999,77
13,130672,1,1,12,12,2,6
13,130673,1,1,55,63,5555,55
13,130673,2,1,55,69,5555,55
13,130673,3,1,55,68,5555,55
13,130673,4,1,12,12,2,12
13,130674,1,1,6,8,9999,77
13,130674,2,1,2,14,2,3
13,130674,3,1,2,14,3,5
13,130675,1,1,55,63,5555,55
13,130675,2,1,98,53,9999,77
13,130675,3,1,98,41,9999,77
13,130675,4,1,12,42,9999,77
13,130676,1,1,55,63,5555,55
13,130676,2,1,55,69,5555,55
13,130676,3,1,0,1,9999,77
13,130677,1,1,55,63,5555,55
13,130677,2,1,1,52,9999,77
13,130677,3,1,0,1,9999,77
13,130677,4,1,13,31,9999,77
13,130678,1,1,9,12,2,12
13,130679,1,1,55,63,5555,55
13,130679,2,1,12,42,9999,77
13,130680,1,1,12,8,9999,77
13,130681,1,1,55,64,5555,55
13,130681,2,1,55,69,5555,55
13,130681,3,1,55,63,5555,55
13,130681,4,1,0,1,9999,77
13,130682,1,1,12,8,9999,77
13,130683,1,1,55,68,5555,55
13,130683,2,1,55,64,5555,55
13,130683,3,1,55,69,5555,55
13,130683,4,1,55,64,5555,55
13,130683,5,1,3,30,9999,77
13,130684,1,1,55,63,5555,55
13,130684,2,1,9,42,9999,77
13,130684,3,1,0,2,9999,77
13,130685,1,1,55,61,5555,55
13,130685,2,1,0,1,9999,77
13,130686,1,1,55,63,5555,55
13,130686,2,1,0,1,9999,77
13,130687,1,1,55,63,5555,55
13,130687,2,1,98,42,9999,77
13,130688,1,1,55,68,5555,55
13,130688,2,1,55,64,5555,55
13,130688,3,1,12,32,9999,77
13,130688,4,1,0,1,9999,77
13,130689,1,1,12,9,9999,77
13,130689,2,1,12,9,9999,77
13,130690,1,1,3,12,2,12
13,130690,2,1,0,1,9999,77
13,130691,1,1,55,68,5555,55
13,130691,2,1,55,64,5555,55
13,130691,3,1,12,42,9999,77
13,130691,4,1,12,42,9999,77
13,130692,1,1,55,68,5555,55
13,130692,2,1,12,12,2,12
13,130693,1,1,55,63,5555,55
13,130693,2,1,14,32,9999,77
13,130693,3,1,55,67,5555,55
13,130693,4,1,12,42,9999,77
13,130694,1,1,6,8,9999,77
13,130695,1,1,1,12,2,12
13,130696,1,1,11,12,2,12
13,130697,1,1,55,63,5555,55
13,130697,2,1,55,69,5555,55
13,130697,3,1,55,68,5555,55
13,130697,4,1,55,68,5555,55
13,130697,5,1,55,63,5555,55
13,130697,6,1,0,1,9999,77
13,130697,7,1,9,42,9999,77
13,130697,8,1,99,42,9999,77
13,130698,1,1,55,68,5555,55
13,130698,2,1,55,68,5555,55
13,130698,3,1,55,63,5555,55
13,130698,4,1,12,34,9999,77
13,130698,5,1,12,35,9999,77
13,130698,6,1,12,32,9999,77
13,130699,1,1,55,68,5555,55
13,130699,2,1,12,12,2,12
13,130700,1,1,55,63,5555,55
13,130700,2,1,55,69,5555,55
13,130700,3,1,55,68,5555,55
13,130700,4,1,55,64,5555,55
13,130700,5,1,11,34,9999,77
13,130700,6,1,99,35,9999,77
13,130700,7,1,99,42,9999,77
13,130700,8,1,99,41,9999,77
13,130701,1,1,0,5,9999,77
13,130702,1,1,55,68,5555,55
13,130702,2,1,55,64,5555,55
13,130702,3,1,12,42,9999,77
13,130703,1,1,55,68,5555,55
13,130703,2,1,55,64,5555,55
13,130703,3,1,8,42,9999,77
13,130704,1,1,12,8,9999,77
13,130704,2,1,55,68,5555,55
13,130704,3,1,55,64,5555,55
13,130704,4,1,11,30,9999,77
13,130705,1,1,55,63,5555,55
13,130705,2,1,12,42,9999,77
13,130705,3,1,0,1,9999,77
13,130706,1,1,55,63,5555,55
13,130706,2,1,12,8,9999,77
13,130707,1,1,12,9,9999,77
13,130708,1,1,55,68,5555,55
13,130708,2,1,12,12,2,12
13,130708,3,2,55,63,5555,55
13,130708,4,2,0,1,9999,77
13,130708,5,2,55,60,5555,55
13,130708,6,2,18,54,3,12
13,130709,1,1,55,63,5555,55
13,130709,2,1,14,34,9999,77
13,130709,3,1,0,1,9999,77
13,130710,1,1,9,12,2,12
13,130711,1,1,12,12,2,7
13,130711,2,2,55,63,5555,55
13,130711,3,2,3,30,9999,77
13,130712,1,1,12,12,2,6
13,130712,2,1,0,1,9999,77
13,130712,3,1,13,12,3,6
13,130712,4,2,55,64,5555,55
13,130712,5,2,6,24,9999,77
13,130713,1,1,55,63,5555,55
13,130713,2,1,5,59,9999,77
13,130713,3,1,55,64,5555,55
13,130713,4,1,55,65,5555,55
13,130713,5,1,0,1,9999,77
13,130713,6,1,55,64,5555,55
13,130713,7,1,99,35,9999,77
13,130714,1,1,9,12,2,12
13,130714,2,1,55,63,5555,55
13,130714,3,1,12,30,9999,77
13,130715,1,1,55,68,5555,55
13,130715,2,2,55,68,5555,55
13,130715,3,1,55,68,5555,55
13,130715,4,1,12,12,2,12
13,130716,1,1,55,64,5555,55
13,130716,2,1,55,69,5555,55
13,130716,3,1,0,1,9999,77
13,130716,4,1,55,63,5555,55
13,130716,5,1,99,34,9999,77
13,130717,1,2,55,68,5555,55
13,130717,2,2,12,12,1,12
13,130718,1,1,55,64,5555,55
13,130718,2,1,12,25,9999,77
13,130719,1,1,12,12,2,1
13,130719,2,1,55,64,5555,55
13,130719,3,1,14,33,9999,77
13,130720,1,1,12,12,2,6
13,130722,1,1,55,71,9999,77
13,130722,2,1,12,42,9999,77
13,130723,1,1,12,12,2,9
13,130723,2,2,0,1,9999,77
13,130724,1,1,14,8,9999,77
13,130725,1,1,55,68,5555,55
13,130725,2,1,12,9,9999,77
13,130726,1,1,12,8,9999,77
13,130727,1,1,55,63,5555,55
13,130727,2,1,55,69,5555,55
13,130727,3,1,55,63,5555,55
13,130727,4,1,12,34,9999,77
13,130727,5,1,0,3,9999,77
13,130728,1,1,55,68,5555,55
13,130728,2,1,12,12,2,12
13,130729,1,1,55,68,5555,55
13,130729,2,1,12,12,2,12
13,130729,3,2,55,63,5555,55
13,130729,4,2,1,53,9999,77
13,130729,5,2,14,34,9999,77
13,130730,1,1,55,68,5555,55
13,130730,2,1,55,64,5555,55
13,130730,3,1,12,42,9999,77
13,130731,1,1,12,8,9999,77
13,130732,1,1,55,64,5555,55
13,130732,2,1,12,24,9999,77
13,130732,3,1,55,65,5555,55
13,130732,4,1,1,12,2,12
13,130732,5,1,1,12,3,12
13,130733,1,1,12,8,9999,77
13,130734,1,1,55,63,5555,55
13,130734,2,1,12,30,9999,77
13,130734,3,1,0,1,9999,77
13,130735,1,1,55,63,5555,55
13,130735,2,1,12,52,9999,77
13,130735,3,1,11,24,9999,77
13,130736,1,1,9,12,2,12
13,130737,1,1,55,64,5555,55
13,130737,2,1,55,65,5555,55
13,130737,3,1,1,33,9999,77
13,130737,4,1,7,12,2,11
13,130737,5,1,11,12,3,11
13,130737,6,1,0,2,9999,77
13,130737,7,1,55,60,5555,55
13,130737,8,1,18,54,5,99
13,130737,9,3,12,12,4,12
13,130737,10,3,0,2,9999,77
13,130738,1,1,55,63,5555,55
13,130738,2,1,55,69,5555,55
13,130738,3,1,55,68,5555,55
13,130738,4,1,55,64,5555,55
13,130738,5,1,0,1,9999,77
13,130739,1,1,55,68,5555,55
13,130739,2,1,12,12,2,12
13,130739,3,1,0,1,9999,77
13,130740,1,1,55,63,5555,55
13,130740,2,1,12,14,2,6
13,130741,1,1,55,64,5555,55
13,130741,2,1,12,42,9999,77
13,130742,1,1,55,68,5555,55
13,130742,2,1,55,64,5555,55
13,130742,3,1,11,24,9999,77
13,130742,4,1,55,69,5555,55
13,130742,5,1,0,1,9999,77
13,130743,1,1,55,68,5555,55
13,130743,2,1,12,12,2,12
13,130743,3,1,6,12,3,12
13,130744,1,1,55,68,5555,55
13,130744,2,1,55,64,5555,55
13,130744,3,1,14,35,9999,77
13,130744,4,1,0,1,9999,77
13,130744,5,1,12,42,9999,77
13,130745,1,1,55,64,5555,55
13,130745,2,1,55,65,5555,55
13,130745,3,1,55,64,5555,55
13,130745,4,1,12,18,9999,77
13,130745,5,1,0,1,9999,77
13,130746,1,1,55,68,5555,55
13,130746,2,1,12,12,2,12
13,130747,1,1,55,63,5555,55
13,130747,2,1,12,59,9999,77
13,130747,3,1,11,43,9999,77
13,130747,4,1,12,30,9999,77
13,130747,5,1,12,42,9999,77
13,130748,1,1,1,9,9999,77
13,130749,1,1,10,12,2,12
13,130750,1,1,98,8,9999,77
13,130751,1,1,1,12,2,7
13,130751,2,1,55,68,5555,55
13,130751,3,1,98,12,3,7
13,130751,4,1,11,12,4,1
13,130751,5,1,1,12,5,12
13,130752,1,1,55,68,5555,55
13,130752,2,1,55,64,5555,55
13,130752,3,1,12,32,9999,77
13,130752,4,1,12,42,9999,77
13,130753,1,1,12,8,9999,77
13,130754,1,1,55,63,5555,55
13,130754,2,1,55,69,5555,55
13,130754,3,1,55,63,5555,55
13,130754,4,1,0,1,9999,77
13,130755,1,1,9,12,2,12
13,130756,1,1,55,68,5555,55
13,130756,2,1,12,12,2,12
13,130757,1,1,6,12,2,12
13,130758,1,1,12,12,2,3
13,130759,1,1,12,8,9999,77
13,130760,1,1,55,68,5555,55
13,130760,2,1,12,12,2,12
13,130761,1,1,1,12,2,12
13,130762,1,1,55,63,5555,55
13,130762,2,1,12,53,9999,77
13,130762,3,1,1,42,9999,77
13,130762,4,1,12,42,9999,77
13,130763,1,1,55,68,5555,55
13,130763,2,1,12,12,2,12
13,130764,1,1,11,12,2,4
13,130765,1,1,9,12,2,12
13,130765,2,1,98,12,3,12
13,130765,3,1,0,1,9999,77
13,130766,1,1,1,14,2,7
13,130766,2,1,12,8,9999,77
13,130766,3,1,12,14,3,12
13,130767,1,1,0,1,9999,77
13,130768,1,1,12,15,9999,77
13,130769,1,1,11,12,2,10
13,130770,1,1,55,63,5555,55
13,130770,2,1,12,33,9999,77
13,130770,3,1,12,39,9999,77
13,130771,1,1,55,68,5555,55
13,130771,2,1,12,12,2,12
13,130771,3,2,0,1,9999,77
13,130772,1,1,55,68,5555,55
13,130772,2,1,12,12,2,12
13,130773,1,1,55,63,5555,55
13,130773,2,1,12,30,9999,77
13,130773,3,1,12,8,9999,77
13,130774,1,1,12,12,2,12
13,130775,1,1,12,12,2,7
13,130776,1,1,12,8,9999,77
13,130777,1,1,12,12,2,10
13,130777,2,1,55,68,5555,55
13,130777,3,1,55,64,5555,55
13,130777,4,1,98,38,9999,77
13,130777,5,1,11,14,3,11
13,130778,1,1,55,63,5555,55
13,130778,2,1,12,35,9999,77
13,130778,3,1,12,17,9999,77
13,130778,4,1,0,1,9999,77
13,130779,1,2,55,68,5555,55
13,130779,2,2,12,12,1,12
13,130780,1,1,55,63,5555,55
13,130780,2,1,14,34,9999,77
13,130780,3,1,12,35,9999,77
13,130781,1,1,12,8,9999,77
13,130782,1,1,55,68,5555,55
13,130782,2,1,55,64,5555,55
13,130782,3,1,12,34,9999,77
13,130782,4,1,0,1,9999,77
13,130783,1,1,55,68,5555,55
13,130783,2,1,55,64,5555,55
13,130783,3,1,12,42,9999,77
13,130784,1,1,55,79,9999,77
13,130784,2,1,1,34,9999,77
13,130785,1,1,10,12,2,12
13,130786,1,1,2,9,9999,77
13,130787,1,1,55,68,5555,55
13,130787,2,1,3,12,2,12
13,130788,1,1,55,68,5555,55
13,130788,2,1,55,64,5555,55
13,130788,3,1,12,24,9999,77
13,130788,4,1,55,69,5555,55
13,130788,5,1,12,12,2,12
13,130788,6,2,0,1,9999,77
13,130789,1,1,55,63,5555,55
13,130789,2,1,12,35,9999,77
13,130789,3,1,55,67,5555,55
13,130789,4,1,14,35,9999,77
13,130790,1,1,11,12,2,2
13,130790,2,2,98,12,3,4
13,130790,3,3,98,12,4,6
13,130790,4,2,98,12,5,7
13,130790,5,5,0,1,9999,77
13,130790,6,2,0,2,9999,77
13,130790,7,3,0,2,9999,77
13,130791,1,1,3,12,2,12
13,130792,1,1,55,68,5555,55
13,130792,2,1,12,12,2,12
13,130793,1,1,9,12,2,12
13,130794,1,1,55,68,5555,55
13,130794,2,1,5,12,2,12
13,130794,3,3,7,18,9999,77
13,130795,1,1,55,68,5555,55
13,130795,2,1,55,64,5555,55
13,130795,3,1,55,69,5555,55
13,130795,4,1,55,68,5555,55
13,130795,5,1,55,63,5555,55
13,130795,6,1,55,69,5555,55
13,130795,7,1,55,63,5555,55
13,130795,8,1,14,32,9999,77
13,130795,9,1,0,1,9999,77
13,130795,10,1,0,3,9999,77
13,130796,1,1,55,61,5555,55
13,130796,2,1,0,1,9999,77
13,130796,3,1,13,24,9999,77
13,130797,1,1,55,63,5555,55
13,130797,2,1,55,69,5555,55
13,130797,3,1,55,63,5555,55
13,130797,4,1,12,34,9999,77
13,130797,5,1,12,42,9999,77
13,130797,6,1,0,1,9999,77
13,130798,1,1,5,12,2,12
13,130799,1,1,55,63,5555,55
13,130799,2,1,12,33,9999,77
13,130799,3,1,12,30,9999,77
13,130799,4,1,55,69,5555,55
13,130799,5,1,12,14,2,6
13,130800,1,1,3,12,2,12
13,130801,1,1,12,12,2,6
13,130801,2,2,12,12,3,6
13,130801,3,3,12,12,4,6
13,130801,4,4,12,12,5,6
13,130802,1,1,55,63,5555,55
13,130802,2,1,55,69,5555,55
13,130802,3,1,55,68,5555,55
13,130802,4,1,55,64,5555,55
13,130802,5,1,12,42,9999,77
13,130802,6,1,6,42,9999,77
13,130803,1,1,12,8,9999,77
13,130804,1,1,9,12,2,12
13,130805,1,1,55,68,5555,55
13,130805,2,1,55,64,5555,55
13,130805,3,1,12,59,9999,77
13,130806,1,1,12,12,2,1
13,130807,1,1,3,10,9999,77
13,130808,1,1,1,12,2,12
13,130809,1,1,12,12,2,6
13,130810,1,1,6,12,2,12
13,130811,1,1,55,68,5555,55
13,130811,2,1,55,64,5555,55
13,130811,3,1,12,32,9999,77
13,130812,1,1,55,64,5555,55
13,130812,2,1,12,25,9999,77
13,130812,3,1,55,69,5555,55
13,130812,4,1,0,1,9999,77
13,130813,1,1,55,68,5555,55
13,130813,2,1,12,12,2,12
13,130813,3,2,3,12,3,12
13,130814,1,1,12,12,2,12
13,130814,2,1,55,64,5555,55
13,130814,3,1,12,8,9999,77
13,130814,4,2,12,12,3,11
13,130814,5,2,12,12,4,7
13,130814,6,2,12,12,5,7
13,130815,1,1,55,64,5555,55
13,130815,2,1,55,65,5555,55
13,130815,3,1,7,12,2,12
13,130816,1,1,12,18,9999,77
13,130816,2,1,12,8,9999,77
13,130817,1,1,55,63,5555,55
13,130817,2,1,0,1,9999,77
13,130817,3,1,13,42,9999,77
13,130818,1,1,12,8,9999,77
13,130819,1,1,55,63,5555,55
13,130819,2,1,10,32,9999,77
13,130819,3,1,10,43,9999,77
13,130819,4,1,0,1,9999,77
13,130819,5,1,0,3,9999,77
13,130820,1,1,55,64,5555,55
13,130820,2,1,55,65,5555,55
13,130820,3,1,12,12,2,9
13,130820,4,2,0,51,9999,77
13,130821,1,1,55,63,5555,55
13,130821,2,1,55,69,5555,55
13,130821,3,1,55,68,5555,55
13,130821,4,1,55,64,5555,55
13,130821,5,1,2,42,9999,77
13,130821,6,1,0,1,9999,77
13,130822,1,1,55,68,5555,55
13,130822,2,1,55,64,5555,55
13,130822,3,1,55,69,5555,55
13,130822,4,1,55,68,5555,55
13,130822,5,1,55,63,5555,55
13,130822,6,1,12,42,9999,77
13,130822,7,1,12,42,9999,77
13,130822,8,1,0,1,9999,77
13,130823,1,1,55,68,5555,55
13,130823,2,1,3,12,2,12
13,130824,1,1,55,63,5555,55
13,130824,2,1,14,32,9999,77
13,130824,3,1,3,42,9999,77
13,130824,4,1,12,42,9999,77
13,130824,5,1,12,42,9999,77
13,130824,6,1,5,42,9999,77
13,130825,1,1,55,63,5555,55
13,130825,2,1,12,42,9999,77
13,130826,1,1,12,8,9999,77
13,130827,1,1,99,8,9999,77
13,130828,1,1,12,12,2,9
13,130829,1,1,55,63,5555,55
13,130829,2,1,12,34,9999,77
13,130829,3,1,12,32,9999,77
13,130829,4,1,0,1,9999,77
13,130829,5,1,13,42,9999,77
13,130830,1,1,1,12,2,12
13,130830,2,2,55,63,5555,55
13,130830,3,2,12,33,9999,77
13,130831,1,1,55,63,5555,55
13,130831,2,1,12,8,9999,77
13,130832,1,1,55,68,5555,55
13,130832,2,1,12,12,2,6
13,130832,3,1,55,64,5555,55
13,130832,4,1,12,59,9999,77
13,130832,5,2,0,1,9999,77
13,130833,1,1,55,68,5555,55
13,130833,2,1,55,68,5555,55
13,130833,3,2,55,68,5555,55
13,130833,4,1,12,12,2,12
13,130834,1,1,3,12,2,12
13,130834,2,1,55,68,5555,55
13,130834,3,1,55,64,5555,55
13,130834,4,1,9,59,9999,77
13,130834,5,1,6,59,9999,77
13,130835,1,1,55,61,5555,55
13,130835,2,1,55,63,5555,55
13,130835,3,1,0,1,9999,77
13,130836,1,1,55,71,9999,77
13,130836,2,1,12,34,9999,77
13,130837,1,1,12,12,2,11
13,130837,2,1,55,68,5555,55
13,130837,3,1,55,64,5555,55
13,130837,4,1,12,59,9999,77
13,130837,5,1,12,40,9999,77
13,130838,1,1,55,68,5555,55
13,130838,2,1,12,12,2,12
13,130838,3,2,55,63,5555,55
13,130838,4,2,0,1,9999,77
13,130839,1,1,12,12,2,9
13,130839,2,2,55,63,5555,55
13,130839,3,2,0,1,9999,77
13,130840,1,1,55,68,5555,55
13,130840,2,1,12,12,2,12
13,130841,1,1,12,12,2,6
13,130841,2,1,55,68,5555,55
13,130841,3,1,12,30,9999,77
13,130841,4,2,12,12,3,6
13,130841,5,2,0,2,9999,77
13,130841,6,2,12,12,4,6
13,130841,7,3,12,12,4,9
13,130842,1,1,55,63,5555,55
13,130842,2,1,12,30,9999,77
13,130843,1,1,12,8,9999,77
13,130844,1,1,55,63,5555,55
13,130844,2,1,12,32,9999,77
13,130845,1,1,55,68,5555,55
13,130845,2,1,55,64,5555,55
13,130845,3,1,9,42,9999,77
13,130846,1,1,12,12,2,6
13,130847,1,1,55,68,5555,55
13,130847,2,1,11,12,2,7
13,130848,1,1,9,12,2,12
13,130849,1,1,55,63,5555,55
13,130849,2,1,12,23,9999,77
13,130850,1,1,0,5,9999,77
13,130851,1,1,12,12,2,12
13,130852,1,1,3,12,2,9
13,130853,1,1,12,12,2,4
13,130853,2,1,55,60,5555,55
13,130853,3,1,18,54,3,12
13,130853,4,2,0,1,9999,77
13,130854,1,1,12,8,9999,77
13,130855,1,1,12,12,2,6
13,130855,2,2,55,63,5555,55
13,130855,3,2,12,42,9999,77
13,130855,4,2,0,1,9999,77
13,130856,1,2,55,68,5555,55
13,130856,2,2,12,12,1,12
13,130857,1,1,12,12,2,12
13,130858,1,1,55,63,5555,55
13,130858,2,1,12,42,9999,77
13,130859,1,1,14,8,9999,77
13,130860,1,1,55,68,5555,55
13,130860,2,1,55,64,5555,55
13,130860,3,1,12,42,9999,77
13,130860,4,1,0,2,9999,77
13,130861,1,1,55,68,5555,55
13,130861,2,1,12,12,2,12
13,130862,1,1,3,12,2,12
13,130862,2,2,99,12,3,12
13,130862,3,2,99,12,4,11
13,130863,1,1,55,63,5555,55
13,130863,2,1,55,69,5555,55
13,130863,3,1,55,68,5555,55
13,130863,4,1,55,64,5555,55
13,130863,5,1,12,42,9999,77
13,130864,1,1,55,63,5555,55
13,130864,2,1,12,38,9999,77
13,130864,3,1,12,42,9999,77
13,130865,1,1,12,12,2,5
13,130866,1,1,2,12,2,12
13,130867,1,1,55,63,5555,55
13,130867,2,1,12,42,9999,77
13,130867,3,1,10,42,9999,77
13,130868,1,1,12,8,9999,77
13,130869,1,1,12,9,9999,77
13,130870,1,1,55,63,5555,55
13,130870,2,1,55,69,5555,55
13,130870,3,1,55,68,5555,55
13,130870,4,1,55,64,5555,55
13,130870,5,1,12,42,9999,77
13,130871,1,1,55,63,5555,55
13,130871,2,1,55,67,5555,55
13,130871,3,1,5,38,9999,77
13,130872,1,1,12,8,9999,77
13,130873,1,1,12,12,2,6
13,130873,2,1,6,12,3,3
13,130874,1,1,10,12,2,12
13,130875,1,1,55,63,5555,55
13,130875,2,1,12,42,9999,77
13,130876,1,1,55,63,5555,55
13,130876,2,1,12,33,9999,77
13,130877,1,1,55,68,5555,55
13,130877,2,1,55,64,5555,55
13,130877,3,1,1,32,9999,77
13,130877,4,1,55,67,5555,55
13,130877,5,1,13,42,9999,77
13,130878,1,1,55,68,5555,55
13,130878,2,1,12,12,2,12
13,130879,1,1,3,12,2,12
13,130880,1,1,12,8,9999,77
13,130880,2,2,12,18,9999,77
13,130880,3,3,14,18,9999,77
13,130881,1,1,55,68,5555,55
13,130881,2,1,55,68,5555,55
13,130881,3,1,55,63,5555,55
13,130881,4,1,12,42,9999,77
13,130881,5,1,0,1,9999,77
13,130882,1,1,55,64,5555,55
13,130882,2,1,55,69,5555,55
13,130882,3,1,0,1,9999,77
13,130883,1,1,12,11,9999,77
13,130884,1,1,55,64,5555,55
13,130884,2,1,12,33,9999,77
13,130884,3,1,10,42,9999,77
13,130884,4,1,12,42,9999,77
13,130885,1,1,12,12,2,12
13,130885,2,2,6,12,3,12
13,130886,1,1,55,64,5555,55
13,130886,2,1,9,24,9999,77
13,130887,1,1,12,12,2,6
13,130888,1,1,12,12,2,11
13,130888,2,2,0,1,9999,77
13,130888,3,2,0,51,9999,77
13,130888,4,2,12,42,9999,77
13,130889,1,1,55,63,5555,55
13,130889,2,1,12,53,9999,77
13,130889,3,1,12,42,9999,77
13,130890,1,1,12,12,2,6
13,130891,1,1,12,12,2,6
13,130891,2,2,12,12,3,6
13,130892,1,1,12,12,2,6
13,130892,2,1,11,12,4,6
13,130892,3,2,9,12,3,12
13,130893,1,1,12,8,9999,77
13,130893,2,1,19,8,9999,77
13,130894,1,1,5,12,2,12
13,130895,1,1,55,63,5555,55
13,130895,2,1,12,30,9999,77
13,130895,3,1,12,35,9999,77
13,130895,4,1,0,1,9999,77
13,130896,1,1,12,8,9999,77
13,130897,1,1,12,8,9999,77
13,130898,1,1,12,12,2,12
13,130899,1,1,55,63,5555,55
13,130899,2,1,1,24,9999,77
13,130900,1,1,55,63,5555,55
13,130900,2,1,0,1,9999,77
13,130900,3,1,13,42,9999,77
13,130901,1,1,55,68,5555,55
13,130901,2,1,55,64,5555,55
13,130901,3,1,12,42,9999,77
13,130902,1,1,12,8,9999,77
13,130903,1,1,55,63,5555,55
13,130903,2,1,55,69,5555,55
13,130903,3,1,55,68,5555,55
13,130903,4,1,55,64,5555,55
13,130903,5,1,3,42,9999,77
13,130904,1,1,12,12,2,2
13,130904,2,2,0,1,9999,77
13,130904,3,2,7,12,3,12
13,130905,1,1,55,68,5555,55
13,130905,2,1,55,64,5555,55
13,130905,3,1,12,18,9999,77
13,130905,4,1,12,30,9999,77
13,130906,1,1,55,68,5555,55
13,130906,2,1,12,12,2,12
13,130906,3,1,0,72,9999,77
13,130906,4,2,55,63,5555,55
13,130906,5,2,12,42,9999,77
13,130907,1,1,12,12,2,11
13,130908,1,1,55,63,5555,55
13,130908,2,1,12,59,9999,77
13,130908,3,1,12,42,9999,77
13,130908,4,1,12,42,9999,77
13,130909,1,1,55,68,5555,55
13,130909,2,1,12,12,2,12
13,130910,1,1,55,68,5555,55
13,130910,2,1,55,64,5555,55
13,130910,3,1,12,42,9999,77
13,130911,1,1,55,68,5555,55
13,130911,2,1,55,64,5555,55
13,130911,3,1,12,42,9999,77
13,130912,1,1,55,63,5555,55
13,130912,2,1,1,53,9999,77
13,130912,3,1,1,53,9999,77
13,130912,4,1,55,69,5555,55
13,130912,5,1,55,68,5555,55
13,130912,6,1,55,64,5555,55
13,130912,7,1,12,42,9999,77
13,130913,1,1,55,68,5555,55
13,130913,2,1,12,12,2,12
13,130914,1,1,12,12,2,9
13,130915,1,1,55,68,5555,55
13,130915,2,1,55,64,5555,55
13,130915,3,1,12,42,9999,77
13,130915,4,1,12,41,9999,77
13,130915,5,1,12,12,2,12
13,130916,1,1,12,12,2,12
13,130916,2,2,98,12,3,11
13,130917,1,1,1,8,9999,77
13,130917,2,2,11,12,3,5
13,130917,3,4,14,18,9999,77
13,130918,1,1,12,8,9999,77
13,130918,2,2,12,18,9999,77
13,130919,1,1,12,12,2,6
13,130920,1,1,55,68,5555,55
13,130920,2,1,55,64,5555,55
13,130920,3,1,12,42,9999,77
13,130921,1,1,55,63,5555,55
13,130921,2,1,12,33,9999,77
13,130921,3,1,99,24,9999,77
13,130922,1,2,12,12,1,9
13,130923,1,1,12,12,2,6
13,130923,2,2,55,63,5555,55
13,130923,3,2,0,1,9999,77
13,130924,1,2,12,12,1,7
13,130924,2,1,99,12,3,6
13,130924,3,1,55,64,5555,55
13,130924,4,1,12,25,9999,77
13,130924,5,2,55,63,5555,55
13,130924,6,2,14,33,9999,77
13,130924,7,2,0,1,9999,77
13,130925,1,1,55,63,5555,55
13,130925,2,1,55,69,5555,55
13,130925,3,1,12,11,9999,77
13,130925,4,1,55,68,5555,55
13,130925,5,1,55,64,5555,55
13,130925,6,1,99,42,9999,77
13,130925,7,1,99,42,9999,77
13,130925,8,1,0,1,9999,77
13,130925,9,1,13,43,9999,77
13,130926,1,1,55,68,5555,55
13,130926,2,1,12,12,2,12
13,130927,1,1,55,64,5555,55
13,130927,2,1,11,24,9999,77
13,130927,3,1,0,1,9999,77
13,130929,1,1,55,63,5555,55
13,130929,2,1,55,69,5555,55
13,130929,3,2,55,68,5555,55
13,130929,4,1,12,12,2,12
13,130930,1,1,55,68,5555,55
13,130930,2,1,55,64,5555,55
